ID,Case Number,Date,Primary Type,Description,Location Description,Arrest,Domestic,District,Ward,Year,Updated On,Latitude,Longitude
12013851,JD191098,3/13/2020 15:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,11,28,2020,3/25/2020 15:45,41.87689175,-87.74151783
12014483,JD191084,3/18/2020 3:30,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,TRUE,8,18,2020,3/25/2020 15:47,41.75097171,-87.68287124
12015151,JD158558,2/20/2020 12:10,THEFT,OVER $500,VEHICLE - COMMERCIAL,FALSE,FALSE,25,30,2020,3/25/2020 15:45,41.93897451,-87.72366575
12012879,JD190013,3/18/2020 23:52,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,STREET,TRUE,FALSE,2,5,2020,3/25/2020 15:47,41.7921955,-87.60495851
12243263,JD456923,12/11/2020 19:15,BURGLARY,FORCIBLE ENTRY,BARBERSHOP,FALSE,FALSE,24,50,2020,12/18/2020 15:51,42.00905433,-87.69017219
12012798,JD189643,3/18/2020 15:20,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,10,24,2020,3/25/2020 15:47,41.85273558,-87.70111882
12343475,JE202728,4/16/2021 20:45,THEFT,$500 AND UNDER,OTHER (SPECIFY),FALSE,FALSE,20,48,2021,4/23/2021 16:51,,
12245122,JD458715,12/11/2020 18:00,THEFT,OVER $500,RESIDENCE - GARAGE,FALSE,FALSE,25,26,2020,12/18/2020 15:51,,
12602803,JF125633,10/21/2021 11:00,OTHER OFFENSE,EAVESDROPPING,OTHER (SPECIFY),FALSE,FALSE,4,8,2021,2/27/2022 15:46,41.74294124,-87.58578341
12222985,JD433414,11/16/2020 20:11,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,FALSE,TRUE,11,28,2020,12/18/2020 15:48,41.88278088,-87.70735197
12227361,JD438487,11/21/2020 20:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,8,14,2020,12/18/2020 15:48,41.80163634,-87.70747121
12230635,JD442373,11/25/2020 2:00,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,APARTMENT,FALSE,FALSE,1,3,2020,12/18/2020 15:48,41.85496824,-87.62386631
12231042,JD434804,11/18/2020 13:30,THEFT,OVER $500,APARTMENT,TRUE,FALSE,4,8,2020,12/18/2020 15:48,41.75268728,-87.58089509
12232796,JD444828,11/29/2020 10:55,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SMALL RETAIL STORE,TRUE,FALSE,9,16,2020,12/18/2020 15:48,41.79851935,-87.66470262
12236774,JD449305,11/29/2020 14:00,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,FALSE,FALSE,2,3,2020,12/18/2020 15:48,41.8009918,-87.62262459
12237243,JD450041,12/4/2020 22:30,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,FALSE,FALSE,3,20,2020,12/18/2020 15:48,41.7794439,-87.61078198
12237573,JD450254,12/5/2020 10:55,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,TRUE,FALSE,7,6,2020,12/18/2020 15:48,41.77272841,-87.62886453
12239084,JD451963,12/7/2020 11:03,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,11,28,2020,12/18/2020 15:48,41.87350897,-87.70100593
12013474,JD190715,3/18/2020 20:37,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,24,49,2020,3/25/2020 15:47,42.00907676,-87.66858066
12241511,JD454773,12/10/2020 1:48,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,10,24,2020,12/18/2020 15:48,41.86543404,-87.72514691
11959688,JD125382,1/23/2020 6:52,ROBBERY,STRONG ARM - NO WEAPON,STREET,FALSE,FALSE,11,28,2020,4/23/2021 16:49,41.87444164,-87.7206811
12242514,JD455852,12/11/2020 3:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,25,37,2020,12/18/2020 15:51,41.90396679,-87.76438497
12245909,JD460143,12/10/2020 2:30,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,25,36,2020,12/18/2020 15:48,41.91920645,-87.78775805
12244690,JD458657,12/11/2020 15:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,10,24,2020,12/18/2020 15:51,41.85104542,-87.69128035
12242717,JD456289,12/11/2020 8:00,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,18,2,2020,12/18/2020 15:51,41.91161974,-87.63315514
12225434,JD436271,11/19/2020 20:40,BATTERY,AGGRAVATED OF A CHILD,APARTMENT,TRUE,FALSE,9,11,2020,4/23/2021 16:49,41.83763877,-87.6511325
12242604,JD456065,12/11/2020 12:18,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,FALSE,TRUE,5,9,2020,12/18/2020 15:51,41.71348925,-87.62967292
12247453,JD461361,12/8/2020 13:16,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,17,35,2020,12/18/2020 15:51,,
12243569,JD456601,12/11/2020 21:00,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,FALSE,FALSE,7,20,2020,12/18/2020 15:51,41.79175137,-87.64508828
12243017,JD456605,12/11/2020 19:35,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,22,19,2020,12/18/2020 15:51,41.70991485,-87.6695843
12242988,JD456631,12/11/2020 16:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,15,37,2020,12/18/2020 15:51,41.88891058,-87.75916394
12242576,JD455926,12/11/2020 8:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,3,7,2020,12/18/2020 15:51,41.76401894,-87.58054644
12244117,JD457469,12/11/2020 16:30,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,10,22,2020,12/18/2020 15:51,41.84887326,-87.71247974
12245993,JD459487,12/11/2020 19:30,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,20,40,2020,12/18/2020 15:51,41.9779129,-87.69256723
12242808,JD456428,12/11/2020 18:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1,42,2020,12/18/2020 15:51,41.88350019,-87.6278767
12242639,JD456183,12/11/2020 12:00,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,FALSE,FALSE,25,31,2020,12/18/2020 15:51,41.93058589,-87.74963227
12242940,JD456642,12/11/2020 21:53,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,6,21,2020,12/18/2020 15:51,41.74264124,-87.66162573
12243124,JD456747,12/11/2020 22:36,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,FALSE,FALSE,3,20,2020,12/18/2020 15:51,41.77301758,-87.61265777
12243319,JD457051,12/11/2020 14:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,5,34,2020,12/18/2020 15:51,41.68319912,-87.62282408
12242257,JD455728,12/11/2020 0:15,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,10,24,2020,12/18/2020 15:51,41.86252923,-87.70400694
12242669,JD456238,12/11/2020 15:05,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,TRUE,FALSE,4,10,2020,12/18/2020 15:51,41.72810977,-87.55258536
12243012,JD456735,12/11/2020 23:45,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,7,6,2020,12/18/2020 15:51,41.77014481,-87.64817496
12245009,JD458967,12/11/2020 9:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,25,30,2020,12/18/2020 15:51,41.9334774,-87.77482851
12243107,JD456788,12/11/2020 18:30,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,10,24,2020,12/18/2020 15:51,41.86631355,-87.71359232
12242902,JD456489,12/11/2020 18:15,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,4,10,2020,12/18/2020 15:51,41.74013606,-87.55148337
12245131,JD458575,12/11/2020 3:55,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,19,40,2020,12/18/2020 15:51,41.96738436,-87.6986701
12242490,JD455983,12/11/2020 6:00,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,8,14,2020,12/18/2020 15:51,41.7908746,-87.70470464
12242725,JD456179,12/11/2020 11:48,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,TRUE,FALSE,15,37,2020,12/18/2020 15:51,41.89592065,-87.74961746
12243790,JD456629,12/11/2020 20:49,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,22,9,2020,12/18/2020 15:51,41.71340649,-87.63454872
12242757,JD456355,12/11/2020 16:32,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,FALSE,FALSE,17,33,2020,12/18/2020 15:51,41.96760853,-87.70600372
12242818,JD456524,12/11/2020 16:16,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,FALSE,FALSE,5,8,2020,12/18/2020 15:51,41.71582154,-87.60063142
12245815,JD459239,12/11/2020 20:00,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,11,27,2020,12/18/2020 15:51,41.89977349,-87.72011578
12242424,JD455908,12/11/2020 9:30,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,5,34,2020,12/18/2020 15:51,41.70344303,-87.62934669
12242335,JD455741,12/11/2020 0:34,BURGLARY,ATTEMPT FORCIBLE ENTRY,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,16,29,2020,12/18/2020 15:51,41.93798956,-87.80991513
12243168,JD456842,12/11/2020 19:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,10,24,2020,12/18/2020 15:51,41.85983038,-87.72620585
12243272,JD456579,12/11/2020 19:59,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,FALSE,FALSE,16,41,2020,12/18/2020 15:51,41.9790063,-87.90646316
12243438,JD456623,12/11/2020 21:22,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,FALSE,FALSE,9,20,2020,12/18/2020 15:51,41.80258802,-87.65144208
12245539,JD459533,12/10/2020 8:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,8,18,2020,12/18/2020 15:48,41.74730952,-87.68701979
12242389,JD455844,12/11/2020 7:50,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,18,27,2020,12/18/2020 15:51,41.90377576,-87.63932407
12242337,JD455772,12/11/2020 3:23,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,FALSE,FALSE,17,30,2020,12/18/2020 15:51,41.94159232,-87.7272613
12243031,JD456396,12/11/2020 17:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,5,9,2020,12/18/2020 15:51,41.70864661,-87.63074752
12245437,JD459565,12/11/2020 9:30,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,7,20,2020,12/18/2020 15:51,41.79324914,-87.64269963
12242466,JD455815,12/11/2020 7:10,THEFT,$500 AND UNDER,ALLEY,FALSE,TRUE,14,26,2020,12/18/2020 15:51,41.91008861,-87.70882663
12245206,JD459275,11/8/2020 12:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,TRUE,TRUE,4,8,2020,11/21/2021 15:45,41.74163812,-87.57579165
12242853,JD456506,12/11/2020 18:45,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,12,25,2020,12/18/2020 15:51,41.88169386,-87.65232391
12540388,JE444591,11/14/2021 6:00,THEFT,ATTEMPT THEFT,CONVENIENCE STORE,FALSE,FALSE,6,6,2021,11/21/2021 15:48,41.73775077,-87.60485591
12242627,JD456194,12/11/2020 9:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,22,34,2020,12/18/2020 15:51,41.68622107,-87.6584091
12245858,JD460009,12/10/2020 9:04,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,12,25,2020,12/18/2020 15:48,41.85297939,-87.68382817
12242677,JD456117,12/11/2020 13:16,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,4,10,2020,12/18/2020 15:51,41.69994384,-87.53407516
12243919,JD455775,12/11/2020 2:00,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,FALSE,TRUE,3,7,2020,12/18/2020 15:51,41.76172759,-87.564816
12541139,JE445494,11/14/2021 4:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,9,12,2021,11/21/2021 15:48,41.82431654,-87.71026622
12242891,JD456555,12/11/2020 19:10,THEFT,RETAIL THEFT,DRUG STORE,FALSE,FALSE,8,14,2020,12/18/2020 15:51,41.79856968,-87.74353361
12242767,JD456339,12/11/2020 16:30,ASSAULT,SIMPLE,CHA HALLWAY / STAIRWELL / ELEVATOR,FALSE,FALSE,7,20,2020,12/18/2020 15:51,41.77774075,-87.631761
12245984,JD459488,12/10/2020 8:20,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,12,2,2020,12/18/2020 15:48,41.90013684,-87.67472574
12242874,JD456453,12/11/2020 18:30,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,FALSE,FALSE,1,3,2020,12/18/2020 15:51,41.85107926,-87.62603079
12242321,JD455773,12/11/2020 3:34,SEX OFFENSE,OTHER,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",FALSE,FALSE,3,20,2020,12/18/2020 15:51,41.77790356,-87.61196514
12242439,JD455845,12/11/2020 8:15,THEFT,$500 AND UNDER,DEPARTMENT STORE,FALSE,FALSE,8,14,2020,12/18/2020 15:51,41.81380316,-87.70471526
12242589,JD456106,12/11/2020 12:10,THEFT,OVER $500,RESTAURANT,FALSE,FALSE,12,26,2020,12/18/2020 15:51,41.89570313,-87.69088468
12245795,JD460000,12/10/2020 8:30,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,6,17,2020,12/18/2020 15:48,41.7516302,-87.66468005
12243159,JD456847,12/11/2020 19:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,11,37,2020,12/18/2020 15:51,41.8996083,-87.72621122
12445976,JE328996,8/7/2021 2:36,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,5,9,2021,1/3/2023 15:46,41.65867899,-87.60277624
12519170,JE252347,6/2/2021 11:30,NARCOTICS,MANUFACTURE / DELIVER - SYNTHETIC DRUGS,STREET,TRUE,FALSE,9,11,2021,1/3/2023 15:46,,
12243488,JD456085,12/11/2020 0:00,CRIMINAL DAMAGE,TO PROPERTY,GROCERY FOOD STORE,FALSE,FALSE,24,50,2020,12/18/2020 15:51,41.99750914,-87.70246541
12242756,JD456197,12/11/2020 12:42,NARCOTICS,MANUFACTURE / DELIVER - COCAINE,RESIDENCE,TRUE,FALSE,8,16,2020,12/18/2020 15:51,41.78236181,-87.68739021
12012805,JD189827,3/18/2020 3:00,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,FALSE,FALSE,3,8,2020,3/25/2020 15:47,41.76020672,-87.5792312
12009437,JD186071,3/14/2020 22:00,THEFT,OVER $500,STREET,FALSE,FALSE,12,2,2020,3/25/2020 15:45,41.90104246,-87.66287374
12010535,JD187404,3/16/2020 12:05,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,22,21,2020,3/25/2020 15:45,41.73165625,-87.63863007
12011461,JD187961,3/16/2020 19:30,STALKING,CYBERSTALKING,APARTMENT,FALSE,FALSE,19,44,2020,3/25/2020 15:45,41.94567981,-87.66519255
12011979,JD189035,3/17/2020 21:30,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,TRUE,TRUE,10,22,2020,3/25/2020 15:45,41.84887326,-87.71247974
12540496,JE444717,11/14/2021 9:00,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,3,6,2021,11/21/2021 15:48,41.76668107,-87.62014422
12542477,JE447028,11/14/2021 14:00,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,14,1,2021,11/21/2021 15:48,41.91905614,-87.69277425
12242974,JD456607,12/11/2020 20:30,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,TRUE,FALSE,15,37,2020,12/18/2020 15:51,41.90229845,-87.75127483
12243169,JD456825,12/11/2020 16:00,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,25,36,2020,12/18/2020 15:51,41.92109303,-87.7511408
11990453,JD162936,2/24/2020 2:54,THEFT,OVER $500,OTHER (SPECIFY),TRUE,FALSE,20,48,2020,8/16/2020 15:47,41.97685185,-87.65499969
12064180,JD248178,5/31/2020 1:38,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,1,4,2020,8/16/2020 15:47,41.87532464,-87.62869731
12067099,JD251662,6/2/2020 21:13,ARSON,BY FIRE,OTHER (SPECIFY),FALSE,FALSE,19,32,2020,8/16/2020 15:47,41.94414316,-87.67710704
12242492,JD455989,12/11/2020 11:00,ROBBERY,STRONG ARM - NO WEAPON,STREET,FALSE,FALSE,8,17,2020,12/18/2020 15:51,41.77884052,-87.70313568
12243409,JD456953,12/11/2020 16:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,7,16,2020,12/18/2020 15:51,41.78078154,-87.66303538
12242552,JD456053,12/11/2020 10:30,THEFT,OVER $500,STREET,FALSE,FALSE,12,27,2020,12/18/2020 15:51,41.88762234,-87.67987463
12130271,JD325862,8/8/2020 22:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,1,4,2020,8/16/2020 15:47,41.84387939,-87.62043259
12243042,JD456699,12/11/2020 21:23,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,TRUE,FALSE,12,28,2020,12/18/2020 15:51,41.87635529,-87.66617582
12130522,JD326269,8/9/2020 15:38,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,18,42,2020,8/16/2020 15:50,41.89169488,-87.62615583
12242939,JD456636,12/11/2020 21:45,KIDNAPPING,UNLAWFUL RESTRAINT,STREET,FALSE,FALSE,6,17,2020,12/18/2020 15:51,41.7484615,-87.63666793
12242784,JD456484,12/11/2020 16:30,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,15,29,2020,12/18/2020 15:51,41.89659245,-87.77095539
12242836,JD456392,12/11/2020 16:03,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,FALSE,FALSE,18,42,2020,12/18/2020 15:51,41.89999162,-87.62496967
12243444,JD456528,12/11/2020 18:00,ROBBERY,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,BRIDGE,FALSE,FALSE,17,39,2020,12/18/2020 15:51,41.97440554,-87.71963941
12244950,JD459030,12/11/2020 12:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,FALSE,FALSE,16,38,2020,12/18/2020 15:51,41.95382076,-87.77435684
12242929,JD456573,12/11/2020 19:39,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,TRUE,FALSE,6,6,2020,12/18/2020 15:51,41.75238955,-87.61498483
12243027,JD456640,12/11/2020 20:17,WEAPONS VIOLATION,UNLAWFUL POSSESSION - AMMUNITION,APARTMENT,TRUE,FALSE,1,4,2020,12/18/2020 15:51,41.87396879,-87.62598777
12242619,JD456127,12/11/2020 13:20,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,3,7,2020,12/18/2020 15:51,41.76518676,-87.58203199
12242996,JD456678,12/11/2020 22:50,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,TRUE,8,18,2020,12/18/2020 15:51,41.76062691,-87.6805819
12244017,JD457905,12/11/2020 5:00,THEFT,OVER $500,STREET,FALSE,FALSE,11,28,2020,12/18/2020 15:51,41.88278493,-87.70708753
12242564,JD455986,12/11/2020 10:50,ASSAULT,SIMPLE,RESIDENCE,TRUE,FALSE,7,15,2020,12/18/2020 15:51,41.77528231,-87.67018656
12244156,JD458047,12/11/2020 0:01,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,7,16,2020,12/18/2020 15:51,41.77705229,-87.64957159
12247455,JD461506,12/3/2020 12:38,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,24,50,2020,12/18/2020 15:51,,
12242748,JD456383,12/11/2020 14:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,2,20,2020,12/18/2020 15:51,41.79217112,-87.6159123
12245593,JD457017,12/11/2020 14:54,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,12,27,2020,12/18/2020 15:51,41.88290888,-87.69520658
12243144,JD456035,12/11/2020 11:42,ASSAULT,SIMPLE,GAS STATION,FALSE,FALSE,2,3,2020,12/18/2020 15:51,41.83787159,-87.62343501
12242498,JD455971,12/11/2020 2:30,THEFT,OVER $500,STREET,FALSE,FALSE,8,14,2020,12/18/2020 15:51,41.81463534,-87.71139086
12242950,JD456663,12/11/2020 22:15,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,24,50,2020,12/18/2020 15:51,42.0006476,-87.68022419
12243211,JD456904,12/11/2020 10:00,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,16,41,2020,12/18/2020 15:51,41.98019581,-87.83778974
12541098,JE444580,11/14/2021 0:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,8,13,2021,11/21/2021 15:48,41.76184021,-87.71742096
12242705,JD456229,12/11/2020 13:04,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,6,17,2020,12/18/2020 15:51,41.75664045,-87.66359084
12245577,JD459758,12/11/2020 18:00,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,RESTAURANT,FALSE,FALSE,22,19,2020,12/18/2020 15:51,41.73313899,-87.67608648
12242579,JD456033,12/11/2020 11:40,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,FALSE,FALSE,3,5,2020,12/18/2020 15:51,41.76551953,-87.57628787
12242706,JD456253,12/11/2020 14:46,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,6,6,2020,12/18/2020 15:51,41.75037234,-87.60884332
12246309,JD460484,12/11/2020 16:00,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,7,20,2020,12/18/2020 15:51,41.77809913,-87.63382853
12242652,JD456172,12/11/2020 14:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,8,18,2020,12/18/2020 15:51,41.75459296,-87.74152854
12243006,JD456683,12/11/2020 21:12,INTERFERENCE WITH PUBLIC OFFICER,ESCAPE,STREET,TRUE,FALSE,5,34,2020,12/18/2020 15:51,41.70623537,-87.62465794
12243069,JD456715,12/11/2020 23:35,ASSAULT,AGGRAVATED POLICE OFFICER - HANDGUN,STREET,FALSE,FALSE,3,20,2020,12/18/2020 15:51,41.77237826,-87.61179977
